CustomerID,Recency,Frequency,Monetary,Cluster,Persona,Persona_Description
13300,168,1,371.89,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13301,103,4,618.09,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13302,154,1,63.75,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13304,327,1,300.42,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13305,3,10,2000.86,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13307,119,1,15.0,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13308,22,3,1385.51,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13309,6,5,1456.79,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13310,27,3,1132.03,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13311,3,2,598.57,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13313,21,5,1555.32,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13314,1,3,775.94,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13316,36,4,3691.769999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13317,65,6,2273.68,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13318,0,3,640.76,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13319,4,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13320,77,4,1532.2,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13321,71,2,567.36,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13322,16,1,199.48,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13323,2,5,787.85,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13324,35,10,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13325,81,1,675.3,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13327,38,8,3627.77,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13328,315,1,1308.48,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13329,31,2,789.0,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13330,92,3,1140.93,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13332,13,1,350.9,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13334,81,3,3502.32,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13336,76,1,795.12,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13338,157,1,487.02,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13339,200,1,860.12,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13340,44,7,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13341,260,1,775.85,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13343,177,1,353.43,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13344,67,3,2511.69,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13345,287,1,389.5,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13347,69,1,341.36,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13348,63,1,233.76,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13349,10,1,247.32,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13350,15,2,979.12,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13351,65,1,373.94,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13352,59,1,397.98,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13354,70,1,743.53,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13355,121,1,674.7,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13356,79,1,768.24,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13357,256,1,609.4,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13358,268,1,439.03,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13359,63,1,439.56,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13362,8,4,3090.74,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13363,17,2,992.5,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13364,70,1,134.95999999999998,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13365,33,2,2225.37,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13366,49,1,56.16,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13368,256,2,623.4,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13369,327,1,308.28000000000003,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13370,327,1,754.87,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13372,89,1,378.64,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13373,60,3,3312.25,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13375,88,1,778.65,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13376,98,3,1019.76,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13379,25,3,572.56,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13381,31,6,3639.31,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13382,280,1,222.99,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13384,30,7,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13385,327,1,534.57,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13388,130,2,677.1,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13389,10,3,797.96,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13390,74,1,544.08,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13391,203,1,59.8,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13394,1,8,2520.02,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13395,184,1,307.72,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13396,28,2,1360.99,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13397,72,5,1544.13,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13398,191,1,457.34,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13402,126,2,621.23,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13403,17,1,75.0,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13404,0,2,252.49,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13405,73,3,572.451,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13408,1,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13410,23,5,1003.06,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13411,106,1,213.55,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13414,133,3,1390.5,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13416,43,2,712.5,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13417,4,2,640.83,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13418,11,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13419,63,1,221.06,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13420,149,2,159.85,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13421,39,2,1833.71,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13422,63,1,2626.3,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13425,107,3,1624.21,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13426,0,10,3641.32,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13427,18,3,582.6,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13428,9,1,201.78,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13429,10,4,1006.8,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13430,18,2,679.45,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13431,66,2,1269.1,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13434,73,2,534.24,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13435,4,7,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13436,1,1,196.89,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13437,13,7,3408.06,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13439,254,1,283.71,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13441,91,1,296.64,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13447,22,3,1129.14,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13448,16,6,3534.69,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13449,23,1,291.88,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13450,26,6,2043.72,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13451,25,5,2898.26,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13452,258,2,590.0,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13453,165,2,356.97999999999996,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13455,24,2,1058.34,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13456,17,6,1766.72,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13458,6,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13460,28,2,183.44,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13461,38,3,1445.0,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13462,252,1,151.5,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13464,57,1,674.68,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13466,183,1,307.9,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13467,10,2,1071.91,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13468,1,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13470,98,2,165.0,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13471,0,4,2501.84,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13473,60,2,422.64,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13474,235,1,226.84,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13475,190,4,1431.78,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13476,178,2,1238.47,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13477,37,6,1454.58,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13479,200,2,300.95,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13481,45,5,1804.56,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13482,231,1,184.64,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13483,65,1,140.34,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13484,240,1,313.8,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13485,232,1,454.24,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13486,77,3,1122.41,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13487,57,3,575.4,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13488,16,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13489,104,4,449.52,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13491,51,10,1215.82,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13492,135,3,1269.84,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13493,274,2,618.63,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13494,311,1,316.26000000000005,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13495,7,5,2044.87,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13496,10,2,653.33,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13497,282,2,348.05,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13499,17,5,1159.11,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13500,22,3,1166.77,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13501,287,1,1340.32,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13502,16,3,292.0,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13503,70,1,216.85,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13504,63,1,295.93,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13505,72,4,3691.769999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13506,315,2,458.52,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13507,2,4,2479.16,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13508,243,1,110.97,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13509,8,7,979.72,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13510,0,4,1791.56,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13512,260,1,251.21,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13513,126,1,205.1,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13514,73,1,152.20000000000002,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13515,72,4,891.12,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13516,20,3,1389.41,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13517,59,3,2128.42,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13518,85,1,627.16,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13519,77,1,122.75,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13520,58,6,3624.35,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13521,0,3,1071.73,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13522,29,1,125.8,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13523,32,5,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13524,40,5,680.1800000000001,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13525,14,2,628.78,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13527,33,7,2242.36,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13529,78,2,307.76,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13531,204,2,483.8,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13532,33,1,210.31,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13533,182,3,269.09,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13534,1,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13536,0,7,3444.39,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13538,42,7,1280.85,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13539,85,3,631.34,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13544,39,2,276.06,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13546,11,3,621.09,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13548,95,2,678.16,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13549,25,7,918.2,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13551,318,1,91.8,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13552,65,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13555,73,4,3691.769999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13557,27,2,584.06,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13558,5,4,594.52,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13560,6,1,171.42000000000002,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13561,215,1,141.86,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13562,81,3,1799.33,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13563,83,2,777.53,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13564,143,3,1724.67,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13565,18,2,240.22,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13566,40,2,856.84,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13568,172,1,187.05,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13569,16,2,338.62,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13570,242,1,239.49,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13571,12,11,2088.94,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13572,205,1,1384.25,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13573,49,2,290.25,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13575,22,5,732.0699999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13576,9,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13577,24,4,1687.6,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13579,14,2,467.04,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13581,308,1,118.0,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13583,155,1,781.03,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13584,306,1,142.4,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13587,63,1,712.4,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13588,15,9,2478.95,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13589,14,2,379.65,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13590,10,6,1981.92,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13591,64,3,1117.13,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13592,35,4,247.96,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13593,107,5,2011.88,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13594,52,1,396.97,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13596,5,2,664.11,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13598,46,1,160.04,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13599,0,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13600,311,1,219.52,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13601,44,2,693.32,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13602,64,1,428.89,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13603,25,1,164.34,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13606,28,3,276.75,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13607,39,1,675.51,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13610,11,7,1082.33,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13611,88,3,1154.4,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13614,23,4,1585.46,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13615,318,1,417.69,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13617,39,3,544.18,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13618,173,1,177.34,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13621,116,1,213.85,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13623,30,5,727.74,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13626,252,1,257.23,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13627,58,5,1638.47,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13629,22,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13630,4,7,2031.78,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13631,99,11,3070.42,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13632,24,5,2118.93,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13634,32,5,1547.36,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13635,67,1,1071.03,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13636,36,5,949.12,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13637,51,3,804.3,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13638,15,1,122.64,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13639,73,1,1033.34,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13642,215,1,312.28,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13643,30,3,519.44,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13644,15,4,2624.26,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13645,119,1,252.1,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13647,9,4,1648.12,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13649,256,2,346.6,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13650,16,6,1836.34,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13651,34,2,94.2,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13652,45,3,1095.08,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13654,42,6,2707.33,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13655,113,2,932.97,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13656,164,2,379.65,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13657,10,2,382.14,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13658,9,5,2639.17,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13659,205,2,1563.0,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13662,85,3,881.26,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13663,178,1,189.47,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13666,59,3,84.65,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13667,148,1,299.05,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13668,2,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13669,50,2,218.55,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13670,74,1,349.7,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13672,300,2,186.39,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13673,18,2,387.44,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
13675,150,2,486.8200000000001,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13678,151,1,232.6,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13680,0,4,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13681,17,4,827.83,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13682,186,1,59.5,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13684,285,1,65.13,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13685,2,7,3119.44,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13686,182,1,72.0,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13689,62,1,910.0,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13690,58,1,172.25,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13692,24,3,1488.32,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
13694,3,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13695,30,11,2504.13,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
13697,38,1,151.29999999999998,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
13699,154,1,308.58000000000004,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
